sent_id,de,en,ru,level,source,audio,tatoeba_audio_license
t3982475,"Tom überredete Maria dazu, ihm zu helfen.",Tom talked Mary into helping him.,Том уговорил Мэри помочь ему.,B1,tatoeba:3982475,sent_t3982475.mp3,
t3078440,Thomas ergriff die Zeitung und las die Überschriften.,Tom picked up the newspaper and read the headlines.,Том взял газету и прочитал заголовки.,B1,tatoeba:3078440,sent_t3078440.mp3,
t13854862,"Die Überschrift ist lang, weil sie auf Deutsch ist.","The title is long, because it is in German.","Заголовок длинный, потому что он на немецком языке.",B1,tatoeba:13854862,sent_t13854862.mp3,
t13673585,Ich will nicht den Google-Übersetzer benutzen.,I do not want to use Google Translate.,Я не хочу пользоваться гугл-переводчиком.,B1,tatoeba:13673585,sent_t13673585.mp3,
t11983224,Ich bin Übersetzerin. Ich übersetze Bücher.,I'm a translator. I translate books.,Я переводчица. Я перевожу книги.,B1,tatoeba:11983224,sent_t11983224.mp3,
t3381019,Melanie arbeitet als Übersetzerin.,Melanie works as a translator.,Мелани работает переводчицей.,B1,tatoeba:3381019,sent_t3381019.mp3,
t518627,Ich werde nächste Woche jeden Tag Überstunden machen müssen.,I'll have to work overtime every day next week.,На следующей неделе мне придётся каждый день работать сверхурочно.,B1,tatoeba:518627,sent_t518627.mp3,
t1525504,Tom wollte am Heiligabend keine Überstunden machen.,Tom didn't want to work overtime on Christmas Eve.,Том не хотел работать сверхурочно в канун Рождества.,B1,tatoeba:1525504,sent_t1525504.mp3,
t788177,Man kann's auch übertreiben.,It can be overdone.,"Ну, не преувеличивайте.",B1,tatoeba:788177,sent_t788177.mp3,
t1619422,"Du hast die Angewohnheit, alles zu übertreiben.",You have a habit of exaggerating everything.,У тебя привычка всё преувеличивать.,B1,tatoeba:1619422,sent_t1619422.mp3,
x1-ueberweisung-n,Ich mache heute eine Überweisung an meine Schwester.,I'm making a bank transfer to my sister today.,Сегодня я делаю банковский перевод своей сестре.,B1,llm-extra,sent_x1-ueberweisung-n.mp3,
x2-ueberweisung-n,Die Ärztin gab mir eine Überweisung zum Facharzt.,The doctor gave me a referral to a specialist.,Врач выписала мне направление к специалисту.,B1,llm-extra,sent_x2-ueberweisung-n.mp3,
t2154719,"Ich habe versucht, sie zu überzeugen, jedoch vergebens.",I tried to persuade her in vain.,"Я пытался её убедить, но тщетно.",B1,tatoeba:2154719,sent_t2154719.mp3,
t746565,"Du bist der einzige Mensch, der ihn überzeugen kann.",You're the only person that can persuade him.,"Ты единственный человек, который может его убедить.",B1,tatoeba:746565,sent_t746565.mp3,
t1972739,Sie steht immer für ihre Überzeugungen ein.,She always stands up for her convictions.,,B1,tatoeba:1972739,sent_t1972739.mp3,
t3400214,Ich habe meiner eigenen Überzeugung gemäß gehandelt.,I acted in accordance with my own conviction.,,B1,tatoeba:3400214,sent_t3400214.mp3,
t624152,Bill kam wie üblich zu spät zur Schule.,Bill was late for school as usual.,"Билл, как обычно, опоздал в школу.",B1,tatoeba:624152,sent_t624152.mp3,
t631895,Er hat das Doppelte des üblichen Fahrpreises bezahlt.,He paid double the usual fare.,,B1,tatoeba:631895,sent_t631895.mp3,
t8356480,"Das ist alles, was übrig ist.",This is all that's left.,"Это всё, что осталось.",B1,tatoeba:8356480,sent_t8356480.mp3,CC BY 4.0
t3167660,Im Kühlschrank ist nur noch ein Ei übrig.,There's only one egg left in the refrigerator.,В холодильнике осталось только одно яйцо.,B1,tatoeba:3167660,sent_t3167660.mp3,
t2043579,Übrigens ist er kein Sänger. Er ist Schauspieler.,"By the way, he's not a singer. He's an actor.","Кстати, он не певец. Он актёр.",B1,tatoeba:2043579,sent_t2043579.mp3,
t940497,Es ist übrigens ein guter Satz.,"It's a good sentence, by the way.","Хорошее предложение, кстати.",B1,tatoeba:940497,sent_t940497.mp3,
t1083863,"Man braucht viel Übung, um eine Fremdsprache zu erlernen.",It takes a great deal of practice to master a foreign language.,"Необходимо много практики, чтобы освоить иностранный язык.",B1,tatoeba:1083863,sent_t1083863.mp3,
t8096512,Geige spielen erfordert viel Übung.,Playing the violin requires much practice.,Игра на скрипке требует много практики.,B1,tatoeba:8096512,sent_t8096512.mp3,
x1-die-politik-sg-p,Die Politik muss endlich bessere Lösungen für dieses Problem finden.,Politics must finally find better solutions to this problem.,Политика наконец должна найти лучшие решения этой проблемы.,B2,llm-extra,sent_x1-die-politik-sg-p.mp3,
x2-die-politik-sg-p,Viele Menschen verfolgen die Politik nur vor wichtigen Wahlen.,Many people follow politics only before important elections.,Многие люди следят за политикой только перед важными выборами.,B2,llm-extra,sent_x2-die-politik-sg-p.mp3,
t2397862,Die Entscheidung der Regierung hatte verheerende wirtschaftliche Folgen.,The government's decision had disastrous economic consequences.,Решение правительства имело разрушительные экономические последствия.,B2,tatoeba:2397862,sent_t2397862.mp3,
t368207,Ich stehe auf der Seite der Demokratie.,I am on the side of democracy.,Я на стороне демократии.,B2,tatoeba:368207,sent_t368207.mp3,
t5165840,Die Deutschen waren an die Demokratie noch nicht gewöhnt.,The Germans weren't yet used to democracy.,Немцы ещё не привыкли к демократии.,B2,tatoeba:5165840,sent_t5165840.mp3,
t431173,Die Kommunistische Partei ist die Vorhut der Arbeiterklasse.,The Communist Party is the vanguard of the working class.,Коммунистическая партия — авангард рабочего класса.,B2,tatoeba:431173,sent_t431173.mp3,
t3147329,"Ich glaube nicht mehr daran, dass Parteien unsere Probleme lösen.",I no longer believe that parties solve our problems.,"Я больше не думаю, что партии решат наши проблемы.",B2,tatoeba:3147329,sent_t3147329.mp3,
x1-die-gerechtigkeit-sg-p,Ohne Gerechtigkeit verlieren viele Menschen das Vertrauen in den Staat.,"Without justice, many people lose trust in the state.",Без справедливости многие люди теряют доверие к государству.,B2,llm-extra,sent_x1-die-gerechtigkeit-sg-p.mp3,
x2-die-gerechtigkeit-sg-p,Richter müssen Gerechtigkeit unabhängig von persönlichem Druck gewährleisten.,Judges must ensure justice independently of personal pressure.,Судьи должны обеспечивать справедливость независимо от личного давления.,B2,llm-extra,sent_x2-die-gerechtigkeit-sg-p.mp3,
t12402831,"Ich habe nie geleugnet, dass Ungleichheit besteht.",I never denied the presence of inequality.,"Я никогда не отрицал, что существует неравенство.",B2,tatoeba:12402831,sent_t12402831.mp3,
t13442421,Der Klimawandel droht bestehende soziale und wirtschaftliche Ungleichheiten zu verschärfen.,Climate change threatens to exacerbate existing social and economic inequalities.,Изменение климата угрожает усилить существующее социальное и экономическое неравенство.,B2,tatoeba:13442421,sent_t13442421.mp3,
x1-die-integration-sg-p,"Integration gelingt besser, wenn Schulen und Nachbarschaften eng zusammenarbeiten.",Integration works better when schools and neighborhoods cooperate closely.,"Интеграция проходит успешнее, когда школы и соседские сообщества тесно сотрудничают.",B2,llm-extra,sent_x1-die-integration-sg-p.mp3,
x2-die-integration-sg-p,Eine erfolgreiche Integration setzt Sprachkenntnisse und gegenseitige Offenheit voraus.,Successful integration requires language skills and mutual openness.,Успешная интеграция требует знания языка и взаимной открытости.,B2,llm-extra,sent_x2-die-integration-sg-p.mp3,
x1-die-migration-sg-p,"Migration kann Regionen wirtschaftlich stärken, aber auch neue Herausforderungen schaffen.",Migration can strengthen regions economically but also create new challenges.,"Миграция может экономически укрепить регионы, но также создать новые проблемы.",B2,llm-extra,sent_x1-die-migration-sg-p.mp3,
x2-die-migration-sg-p,Politische Krisen führen häufig zu großer Migration.,Political crises often lead to large-scale migration.,Политические кризисы часто приводят к массовой миграции.,B2,llm-extra,sent_x2-die-migration-sg-p.mp3,
t12997644,Tom bringt Flüchtlingen Französisch bei.,Tom teaches French to refugees.,Том преподаёт французский беженцам.,B2,tatoeba:12997644,sent_t12997644.mp3,
t952520,Selbst heutzutage noch kämpfen Frauen gegen Diskriminierung.,"Even today, however, women struggle against discrimination.",Даже сегодня женщины борются с дискриминацией.,B2,tatoeba:952520,sent_t952520.mp3,
t3711101,In unserem Land ist diese Art von Diskriminierung nicht sehr verbreitet.,This type of discrimination isn't very widespread in our country.,В нашей стране этот вид дискриминации не очень распространён.,B2,tatoeba:3711101,sent_t3711101.mp3,
x1-die-menschenrechte-pl-p,"Menschenrechte gelten für alle Menschen, unabhängig von ihrer Herkunft.","Human rights apply to all people, regardless of their origin.",Права человека распространяются на всех людей независимо от их происхождения.,B2,llm-extra,sent_x1-die-menschenrechte-pl-p.mp3,
x2-die-menschenrechte-pl-p,Gerichte müssen die Menschenrechte wirksam schützen.,Courts must effectively protect human rights.,Суды должны эффективно защищать права человека.,B2,llm-extra,sent_x2-die-menschenrechte-pl-p.mp3,
x1-sich-engagieren-v,"Sie engagiert sich ehrenamtlich, weil sie anderen Menschen helfen möchte.",She volunteers because she wants to help other people.,"Она занимается волонтёрством, потому что хочет помогать другим людям.",B2,llm-extra,sent_x1-sich-engagieren-v.mp3,
x2-sich-engagieren-v,Viele Studierende engagieren sich für bessere Bedingungen an ihrer Universität.,Many students work for better conditions at their university.,Многие студенты выступают за улучшение условий в своём университете.,B2,llm-extra,sent_x2-sich-engagieren-v.mp3,
x1-diskriminieren-v,Niemand darf Menschen wegen ihrer Herkunft diskriminieren.,Nobody may discriminate against people because of their origin.,Никто не имеет права дискриминировать людей из-за их происхождения.,B2,llm-extra,sent_x1-diskriminieren-v.mp3,
x2-diskriminieren-v,Arbeitgeber dürfen Bewerber nicht aufgrund ihres Alters diskriminieren.,Employers may not discriminate against applicants based on their age.,Работодатели не должны дискриминировать кандидатов из-за их возраста.,B2,llm-extra,sent_x2-diskriminieren-v.mp3,
x1-sich-beteiligen-v,Auch Jugendliche sollten sich an politischen Entscheidungen beteiligen können.,Young people should also be able to participate in political decisions.,Молодые люди тоже должны иметь возможность участвовать в политических решениях.,B2,llm-extra,sent_x1-sich-beteiligen-v.mp3,
