word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
schmieren-v,schmieren,schmieren,verb,,,,B2,wissenschaft-technik,"oil, butter up","смазывать, подхалимничать",3096,freq,word_schmieren-v.mp3,enriched
hierhin-a,hierhin,hierhin,adv,,,,B2,reisen-mobilitaet,"here, to here","сюда, вот сюда",3097,freq,word_hierhin-a.mp3,enriched
scotch-n,Scotch,der Scotch,noun,mask.,Scotchs,,B2,gesundheit-ernaehrung,Scotch whisky,шотландский виски,3098,freq,word_scotch-n.mp3,enriched
karren-v,karren,karren,verb,,,,B2,reisen-mobilitaet,"cart, haul","таскать, возить",3101,freq,word_karren-v.mp3,qa_flagged
vergraben-v,vergraben,vergraben,verb,,,"vergräbt, vergrub, hat vergraben",B2,umwelt-nachhaltigkeit,"bury, conceal","закапывать, скрывать",3103,freq,word_vergraben-v.mp3,enriched
are-n,Are,die Are,noun,fem.,Aren,,B2,wissenschaft-technik,"are, unit of area","ар, единица площади",3104,freq,word_are-n.mp3,qa_flagged
blaken-v,blaken,blaken,verb,,,,B2,umwelt-nachhaltigkeit,"smoke, billow smoke","дымить, чадить",3105,freq,word_blaken-v.mp3,enriched
organ-n,Organ,das Organ,noun,neutr.,Organe,,B2,gesundheit-ernaehrung,"organ, body organ","орган, внутренний орган",3109,freq,word_organ-n.mp3,enriched
grand-n,Grand,der Grand,noun,mask.,Grands,,B2,kultur-medien,grand piano,рояль,3110,freq,word_grand-n.mp3,enriched
aufgehen-v,aufgehen,aufgehen,verb,,,"geht auf, ging auf, ist aufgegangen",B2,arbeit-beruf,"work out, rise","получиться, взойти",3112,freq,word_aufgehen-v.mp3,qa_flagged
buessen-v,büßen,büßen,verb,,,,B2,gesellschaft-politik,"pay for, suffer consequences","расплачиваться, понести наказание",3113,freq,word_buessen-v.mp3,enriched
trip-n,Trip,der Trip,noun,mask.,Trips,,B2,reisen-mobilitaet,"trip, journey","поездка, путешествие",3116,freq,word_trip-n.mp3,enriched
hoffnungslos-a,hoffnungslos,hoffnungslos,adj,mask.,,,B2,gefuehle-beziehungen,"hopeless, desperate","безнадёжный, отчаянный",3117,freq,word_hoffnungslos-a.mp3,enriched
goettlich-a,göttlich,göttlich,adj,mask.,,,B2,kultur-medien,"divine, godlike","божественный, богоподобный",3118,freq,word_goettlich-a.mp3,enriched
pumpen-v,pumpen,pumpen,verb,,,,B2,wissenschaft-technik,"pump, inflate","качать, накачивать",3121,freq,word_pumpen-v.mp3,enriched
agentur-n,Agentur,die Agentur,noun,fem.,Agenturen,,B2,arbeit-beruf,"agency, bureau","агентство, бюро",3123,freq,word_agentur-n.mp3,enriched
paranoid-a,paranoid,paranoid,adj,mask.,,,B2,gesundheit-ernaehrung,"paranoid, overly suspicious","параноидальный, подозрительный",3124,freq,word_paranoid-a.mp3,enriched
maya-n,Maya,der Maya,noun,mask.,Mayas,,B2,kultur-medien,"Mayan, Maya person","майя, представитель майя",3128,freq,word_maya-n.mp3,enriched
klarkommen-v,klarkommen,klarkommen,verb,,,"kommt klar, kam klar, ist klargekommen",B2,gefuehle-beziehungen,"cope, get along","справляться, ладить",3129,freq,word_klarkommen-v.mp3,enriched
dinner-n,Dinner,das Dinner,noun,neutr.,Dinner,,B2,gesundheit-ernaehrung,"dinner, evening meal","ужин, званый ужин",3132,freq,word_dinner-n.mp3,enriched
lake-n,Lake,die Lake,noun,fem.,Laken,,B2,gesundheit-ernaehrung,"brine, pickling liquid",рассол,3134,freq,word_lake-n.mp3,enriched
unsterblich-a,unsterblich,unsterblich,adj,mask.,,,B2,kultur-medien,immortal,бессмертный,3140,freq,word_unsterblich-a.mp3,enriched
voruebergehen-v,vorübergehen,vorübergehen,verb,,,"geht vorüber, ging vorüber, ist vorübergegangen",B2,reisen-mobilitaet,"pass, go by","проходить, миновать",3142,freq,word_voruebergehen-v.mp3,enriched
nacken-n,Nacken,der Nacken,noun,mask.,Nacken,,B2,gesundheit-ernaehrung,back of neck,"шея, затылок",3143,freq,word_nacken-n.mp3,enriched
anruehren-v,anrühren,anrühren,verb,,,,B2,gesundheit-ernaehrung,"touch, eat or drink","трогать, притрагиваться",3144,freq,word_anruehren-v.mp3,enriched
verpflichtung-n,Verpflichtung,die Verpflichtung,noun,fem.,Verpflichtungen,,B2,arbeit-beruf,"obligation, commitment","обязательство, обязанность",3147,freq,word_verpflichtung-n.mp3,enriched
ringen-v,ringen,ringen,verb,,,"ringt, rang, hat gerungen",B2,gefuehle-beziehungen,"struggle, wrestle","бороться, изо всех сил стараться",3151,freq,word_ringen-v.mp3,enriched
vergeuden-v,vergeuden,vergeuden,verb,,,,B2,wirtschaft-konsum,"waste, squander",тратить впустую,3152,freq,word_vergeuden-v.mp3,qa_flagged
yang-n,Yang,das Yang,noun,neutr.,-,,B2,kultur-medien,yang,ян,3153,freq,word_yang-n.mp3,enriched
sensibel-a,sensibel,sensibel,adj,mask.,,,B2,gefuehle-beziehungen,"sensitive, delicate","чувствительный, деликатный",3154,freq,word_sensibel-a.mp3,enriched
westlich-a,westlich,westlich,adj,mask.,,,B2,gesellschaft-politik,"western, west of","западный, к западу от",3158,freq,word_westlich-a.mp3,enriched
sektor-n,Sektor,der Sektor,noun,mask.,Sektoren,,B2,wirtschaft-konsum,"sector, area","сектор, отрасль",3160,freq,word_sektor-n.mp3,enriched
behilflich-a,behilflich,behilflich,adj,mask.,,,B2,redemittel,"helpful, assisting","полезный, готовый помочь",3162,freq,word_behilflich-a.mp3,enriched
mitgefuehl-n,Mitgefühl,das Mitgefühl,noun,neutr.,(Sg.),,B2,gefuehle-beziehungen,"sympathy, compassion","сочувствие, сострадание",3163,freq,word_mitgefuehl-n.mp3,enriched
betreiben-v,betreiben,betreiben,verb,,,"betreibt, betrieb, hat betrieben",B2,gesundheit-ernaehrung,"do, pursue","заниматься, вести",3164,freq,word_betreiben-v.mp3,qa_flagged
griechisch-a,griechisch,griechisch,adj,mask.,,,B2,bildung-lernen,Greek,греческий,3165,freq,word_griechisch-a.mp3,enriched
spannung-n,Spannung,die Spannung,noun,fem.,Spannungen,,B2,gesellschaft-politik,"tension, suspense","напряжение, интрига",3167,freq,word_spannung-n.mp3,enriched
antik-a,antik,antik,adj,mask.,,,B2,kultur-medien,"ancient, antique","древний, античный",3169,freq,word_antik-a.mp3,enriched
hoechst-a,höchst,höchst,adv,,,,B2,redemittel,"highly, extremely","крайне, чрезвычайно",3170,freq,word_hoechst-a.mp3,enriched
telegramm-n,Telegramm,das Telegramm,noun,neutr.,Telegramme,,B2,medien-technologie,telegram,телеграмма,3171,freq,word_telegramm-n.mp3,enriched
arabisch-a,arabisch,arabisch,adj,mask.,,,B2,bildung-lernen,"Arabic, Arab",арабский,3172,freq,word_arabisch-a.mp3,enriched
zart-a,zart,zart,adj,mask.,,,B2,gesundheit-ernaehrung,"tender, delicate","нежный, деликатный",3173,freq,word_zart-a.mp3,enriched
beach-n,Beach,der Beach,noun,mask.,Beaches,,B2,reisen-mobilitaet,beach,пляж,3177,freq,word_beach-n.mp3,enriched
festung-n,Festung,die Festung,noun,fem.,Festungen,,B2,kultur-medien,"fortress, stronghold",крепость,3178,freq,word_festung-n.mp3,enriched
genetisch-a,genetisch,genetisch,adj,mask.,,,B2,wissenschaft-technik,genetic,генетический,3180,freq,word_genetisch-a.mp3,enriched
verdorben-a,verdorben,verdorben,adj,mask.,,,B2,gesundheit-ernaehrung,"spoiled, corrupt","испорченный, развращённый",3181,freq,word_verdorben-a.mp3,enriched
unwahrscheinlich-a,unwahrscheinlich,unwahrscheinlich,adj,mask.,,,B2,redemittel,"unlikely, improbable","маловероятный, невероятный",3184,freq,word_unwahrscheinlich-a.mp3,enriched
marsch-n,Marsch,die Marsch,noun,fem.,Märsche,,B2,reisen-mobilitaet,"walk, march","пешая прогулка, марш",3187,freq,word_marsch-n.mp3,enriched
skandal-n,Skandal,der Skandal,noun,mask.,Skandale,,B2,gesellschaft-politik,"scandal, outrage","скандал, возмутительный случай",3188,freq,word_skandal-n.mp3,enriched
windel-n,Windel,die Windel,noun,fem.,Windeln,,B2,gesundheit-ernaehrung,"nappy, diaper",подгузник,3192,freq,word_windel-n.mp3,qa_flagged
manier-n,Manier,die Manier,noun,fem.,Manieren,,B2,gefuehle-beziehungen,"manner, manners","манера, манеры",3193,freq,word_manier-n.mp3,enriched
han-n,Han,der Han,noun,mask.,Han,,B2,gesellschaft-politik,"Han Chinese, Han person","ханец, представитель ханьского народа",3194,freq,word_han-n.mp3,enriched
veraengstigt-a,verängstigt,verängstigt,adj,mask.,,,B2,gefuehle-beziehungen,"frightened, scared","испуганный, напуганный",3195,freq,word_veraengstigt-a.mp3,enriched
anfall-n,Anfall,der Anfall,noun,mask.,Anfälle,,B2,gesundheit-ernaehrung,"seizure, fit","приступ, припадок",3196,freq,word_anfall-n.mp3,enriched
top-n,Top,das Top,noun,neutr.,Tops,,B2,kultur-medien,"top, tank top","топ, майка",3197,freq,word_top-n.mp3,enriched
kombination-n,Kombination,die Kombination,noun,fem.,Kombinationen,,B2,bildung-lernen,"combination, combination lock","сочетание, комбинация",3198,freq,word_kombination-n.mp3,enriched
suedlich-a,südlich,südlich,adj,mask.,,,B2,reisen-mobilitaet,"southern, south of","южный, к югу от",3199,freq,word_suedlich-a.mp3,enriched
pop-n,Pop,der Pop,noun,mask.,Pops,,B2,kultur-medien,"pop music, pop","поп-музыка, поп",3200,freq,word_pop-n.mp3,enriched
kostbar-a,kostbar,kostbar,adj,mask.,,,B2,umwelt-nachhaltigkeit,"precious, valuable","драгоценный, ценный",3202,freq,word_kostbar-a.mp3,enriched
adler-n,Adler,der Adler,noun,mask.,Adler,,B2,umwelt-nachhaltigkeit,eagle,орёл,3204,freq,word_adler-n.mp3,enriched
erstechen-v,erstechen,erstechen,verb,,,"ersticht, erstach, hat erstochen",B2,gesellschaft-politik,stab to death,"зарезать, заколоть",3206,freq,word_erstechen-v.mp3,enriched
halloween-n,Halloween,das Halloween,noun,neutr.,Halloweens,,B2,kultur-medien,Halloween,Хэллоуин,3207,freq,word_halloween-n.mp3,enriched
down-a,down,down,adj,,,,B2,gesundheit-ernaehrung,Down syndrome-related,связанный с синдромом Дауна,3208,freq,word_down-a.mp3,enriched
vergewaltigung-n,Vergewaltigung,die Vergewaltigung,noun,fem.,Vergewaltigungen,,B2,gesellschaft-politik,rape,изнасилование,3209,freq,word_vergewaltigung-n.mp3,enriched
quasi-a,quasi,quasi,adv,,,,B2,redemittel,"practically, virtually","почти, фактически",3211,freq,word_quasi-a.mp3,qa_flagged
hinunter-a,hinunter,hinunter,adv,,,,B2,reisen-mobilitaet,"downward, downstairs","вниз, вниз по лестнице",3213,freq,word_hinunter-a.mp3,qa_flagged
bangen-v,bangen,bangen,verb,,,,B2,gefuehle-beziehungen,"fear, worry anxiously","бояться, тревожно ждать",3215,freq,word_bangen-v.mp3,enriched
vorueber-a,vorüber,vorüber,adv,,,,B2,gefuehle-beziehungen,"over, past","законченный, прошедший",3216,freq,word_vorueber-a.mp3,enriched
bemerkenswert-a,bemerkenswert,bemerkenswert,adj,mask.,,,B2,wissenschaft-technik,"remarkable, noteworthy","замечательный, примечательный",3219,freq,word_bemerkenswert-a.mp3,enriched
hauptsaechlich-a,hauptsächlich,hauptsächlich,adv,mask.,,,B2,bildung-lernen,"mainly, chiefly","в основном, главным образом",3220,freq,word_hauptsaechlich-a.mp3,enriched
schuppen-v,schuppen,schuppen,verb,,,,B2,gesundheit-ernaehrung,scale a fish,чистить рыбу от чешуи,3221,freq,word_schuppen-v.mp3,enriched
busch-n,Busch,der Busch,noun,mask.,Büsche,,B2,umwelt-nachhaltigkeit,"bush, shrub","куст, кустарник",3223,freq,word_busch-n.mp3,enriched
stolpern-v,stolpern,stolpern,verb,,,,B2,gesundheit-ernaehrung,"trip, stumble","споткнуться, запнуться",3225,freq,word_stolpern-v.mp3,enriched
bewaffnen-v,bewaffnen,bewaffnen,verb,,,,B2,gesellschaft-politik,"arm, equip with weapons","вооружать, оснащать оружием",3227,freq,word_bewaffnen-v.mp3,enriched
sonnenuntergang-n,Sonnenuntergang,der Sonnenuntergang,noun,mask.,Sonnenuntergänge,,B2,reisen-mobilitaet,sunset,закат,3229,freq,word_sonnenuntergang-n.mp3,enriched
waehren-v,währen,währen,verb,,,,B2,gefuehle-beziehungen,"last, endure","длиться, продолжаться",3230,freq,word_waehren-v.mp3,enriched
schlag-n,Schlag,der Schlag,noun,mask.,Schläge,,B2,gefuehle-beziehungen,"blow, hit","удар, потрясение",3233,freq,word_schlag-n.mp3,enriched
aufgebracht-a,aufgebracht,aufgebracht,adj,mask.,,,B2,gefuehle-beziehungen,"upset, angry","расстроенный, разгневанный",3237,freq,word_aufgebracht-a.mp3,enriched
erteilen-v,erteilen,erteilen,verb,,,,B2,bildung-lernen,"give, issue","давать, выдавать",3238,freq,word_erteilen-v.mp3,enriched
zischen-v,zischen,zischen,verb,,,,B2,wissenschaft-technik,"hiss, sizzle","шипеть, свистеть",3239,freq,word_zischen-v.mp3,enriched
saufen-v,saufen,saufen,verb,,,"säuft, soff, hat gesoffen",B2,gesundheit-ernaehrung,"drink heavily, booze","пьянствовать, пить запоями",3240,freq,word_saufen-v.mp3,enriched
gelungen-a,gelungen,gelungen,adj,mask.,,,B2,arbeit-beruf,"successful, well-executed","удачный, хорошо получившийся",3242,freq,word_gelungen-a.mp3,enriched
beeindrucken-v,beeindrucken,beeindrucken,verb,,,,B2,gefuehle-beziehungen,"impress, make an impression","впечатлять, производить впечатление",3244,freq,word_beeindrucken-v.mp3,enriched
abschaum-n,Abschaum,der Abschaum,noun,mask.,(Sg.),,B2,gesellschaft-politik,"scum, lowest people","отбросы, отребье",3246,freq,word_abschaum-n.mp3,enriched
haeuptling-n,Häuptling,der Häuptling,noun,mask.,Häuptlinge,,B2,gesellschaft-politik,"chief, tribal leader","вождь, глава племени",3248,freq,word_haeuptling-n.mp3,enriched
ais-n,Ais,das Ais,noun,neutr.,Aise,,B2,kultur-medien,A-sharp,ля-диез,3253,freq,word_ais-n.mp3,enriched
einholen-v,einholen,einholen,verb,,,,B2,reisen-mobilitaet,"catch up with, overtake","догнать, наверстать",3254,freq,word_einholen-v.mp3,enriched
kellnern-v,kellnern,kellnern,verb,,,,B2,arbeit-beruf,work as a waiter,работать официантом,3255,freq,word_kellnern-v.mp3,qa_flagged
zahnarzt-n,Zahnarzt,der Zahnarzt,noun,mask.,Zahnärzte,,B2,gesundheit-ernaehrung,dentist,"стоматолог, зубной врач",3257,freq,word_zahnarzt-n.mp3,enriched
andermal-a,andermal,andermal,adv,,,,B2,redemittel,another time,в другой раз,3258,freq,word_andermal-a.mp3,enriched
restlich-a,restlich,restlich,adj,mask.,,,B2,wirtschaft-konsum,"remaining, rest of","оставшийся, остальной",3261,freq,word_restlich-a.mp3,enriched
ernennen-v,ernennen,ernennen,verb,,,"ernennt, ernannte, hat ernannt",B2,gesellschaft-politik,"appoint, name","назначать, объявлять",3262,freq,word_ernennen-v.mp3,enriched
ausgebildet-a,ausgebildet,ausgebildet,adj,,,,B2,arbeit-beruf,"trained, qualified","обученный, квалифицированный",3265,freq,word_ausgebildet-a.mp3,enriched
reichtum-n,Reichtum,der Reichtum,noun,mask.,Reichtümer,,B2,wirtschaft-konsum,"wealth, riches","богатство, состояние",3266,freq,word_reichtum-n.mp3,enriched
hinrichten-v,hinrichten,hinrichten,verb,,,,B2,gesellschaft-politik,"execute, put to death",казнить,3267,freq,word_hinrichten-v.mp3,enriched
profil-n,Profil,das Profil,noun,neutr.,Profile,,B2,medien-technologie,"profile, account","профиль, учётная запись",3271,freq,word_profil-n.mp3,enriched
verhindert-a,verhindert,verhindert,adj,,,,B2,gesellschaft-politik,"prevented, prevented from happening","предотвращённый, не допущенный",3272,freq,word_verhindert-a.mp3,qa_flagged
auftreiben-v,auftreiben,auftreiben,verb,,,"treibt auf, trieb auf, hat aufgetrieben",B2,wirtschaft-konsum,"find, raise","достать, собрать",3273,freq,word_auftreiben-v.mp3,enriched
darling-n,Darling,der Darling,noun,mask.,Darlings,,B2,gefuehle-beziehungen,"darling, favorite","любимец, фаворит",3274,freq,word_darling-n.mp3,enriched
beurteilen-v,beurteilen,beurteilen,verb,,,,B2,redemittel,"judge, assess","судить, оценивать",3276,freq,word_beurteilen-v.mp3,enriched
unfassbar-a,unfassbar,unfassbar,adj,mask.,,,B2,gefuehle-beziehungen,"unbelievable, incomprehensible","невероятный, непостижимый",3278,freq,word_unfassbar-a.mp3,enriched
herrin-n,Herrin,die Herrin,noun,fem.,Herrinnen,,B2,gesellschaft-politik,"mistress, female master","госпожа, владычица",3279,freq,word_herrin-n.mp3,enriched
lila-n,Lila,das Lila,noun,neutr.,(Sg.),,B2,kultur-medien,"purple, lilac","фиолетовый, сиреневый",3280,freq,word_lila-n.mp3,enriched
flaggen-v,flaggen,flaggen,verb,,,,B2,gesellschaft-politik,"fly flags, display flags","вывешивать флаги, развеваться",3283,freq,word_flaggen-v.mp3,enriched
